,Date,Country,City,Killed,Injured,Total,Description
2669,24/4/2005,Thailand,Narathiwat,2,3,5,Militant Muslims kill two Thai policemen with a remote-controlled bomb that injures three civilians as well.
2670,24/4/2005,Iraq,Tikrit,6,33,39,Jihadis murder six policemen with two bombs.  Nearly three dozen others are injured.
2671,24/4/2005,Iraq,Baghdad,15,40,55,"Sunni extremists plow a car into a crowd of people outside an ice cream shop in a Shia neighborhood, then detonate the vehicle as others rush to help the victims."
2672,24/4/2005,Afghanistan,Kandahar,2,0,2,"The Taliban attack a government building, killing two security staff."
2673,25/4/2005,India,Khurhama,1,0,1,A political activist is kidnapped by the Mujahideen and then shot to death.
2674,25/4/2005,Yemen,Sanaa,2,2,4,"Followers of a radical Shiite throw a bomb from a car window, killing two, including a student and injuring two others."
2675,25/4/2005,Philippines,Jolo,2,5,7,Abu Sayyaf terrorists kill two Philippine soldiers with a bomb.  Five others are badly injured.
2676,26/4/2005,Afghanistan,Dishu,4,2,6,Four police officers are killed in an ambush by Taliban terrorists on their convoy.
2677,26/4/2005,Afghanistan,Paktia,1,0,1,A civilian is murdered by the Taliban.
2678,27/4/2005,Thailand,Pattani,1,1,2,Muslims kill a teacher and injure his nephew.
2679,27/4/2005,India,Pahalgam,1,0,1,The Mujahideen abduct and murder an Indian school teacher.
2680,27/4/2005,Iraq,Najaf,1,0,1,Shiite cleric gunned down on his way to work.
2681,28/4/2005,Algeria,Sidi Daoud,2,0,2,Algerian fundamentalists kill two soldiers in a terror bombing.
2682,29/4/2005,Thailand,Narathiwat,1,0,1,A government employee is killed by armed Muslims.
2683,29/4/2005,Thailand,Pattani,1,0,1,A man is murdered by Muslim terrorists.
2684,29/4/2005,Kabardino-Balk.,Nalchik,4,2,6,A Russian cop and three civilians are killed by Islamic militants.
2685,29/4/2005,Iraq,Baghdad,41,120,161,Seven separate suicide bombings by Muslim extremists leave more than forty people dead and at least one-hundred and twenty injured.  Women and children are among the victims.
2686,30/4/2005,Egypt,Cairo,0,9,9,"Two women in veils stage a shooting attack on a tour bus.  They are the only fatalities, but nine innocents are injured."
2687,30/4/2005,Iraq,Baghdad,11,36,47,A series of five bombings kills at least eleven and injures dozens.
2688,1/5/2005,Iraq,Baghdad,4,5,9,A Jihad car bomb kills four civilians and injures another five.
2689,1/5/2005,Iraq,Baghdad,5,0,5,Iraqi policemen are shot to death by al-Qaeda operatives at a checkpoint.
2690,1/5/2005,Afghanistan,Baghlan,3,0,3,"The Taliban kill three women, at least one of whom was an aid worker."
2691,1/5/2005,Iraq,Tal Afar,25,51,76,"A Kurdish funeral is the target of a suicidal religious fanatic, who kills at least twenty-five others and injures about fifty mourners."
2692,1/5/2005,Israel,Tzieda,1,1,2,Islamic Jihad kills a 21-year-old Israeli soldier.
2693,2/5/2005,Thailand,Yala,1,0,1,Militant Muslims murder a civilian working in his field.
2694,2/5/2005,Thailand,Narathiwat,1,1,2,Islamic radicals fire on a man and his wife as they are returning from working in an orchard.
2695,2/5/2005,India,Harni,1,4,5,"The Mujahideen attack a security patrol, killing one personnel."
2696,2/5/2005,Afghanistan,Shah Wali Kot,2,4,6,Taliban fundamentalists kill two police officers with a terrorist bomb.
2697,2/5/2005,Iraq,Mosul,23,50,73,"Twenty-three Iraqis, including children are killed in eight car bombings by Muslim extremists.  More than fifty are badly injured."
2698,3/5/2005,India,Pattan,5,0,5,"A political figure is assassinated by the Mujahideen, along with three civilians and a police officer."
2699,3/5/2005,India,Pulwama,0,14,14,Fourteen people are injured when an Islamic terrorist lobs a grenade into the road near a bus stop.
2700,3/5/2005,Thailand,Pattani,1,0,1,A postal worker is murdered by Islamists.
2701,4/5/2005,Thailand,Narathiwat,1,1,2,Muslims disguised as Islamic preachers kill a Muslim married to a Buddhist woman.
2702,4/5/2005,Iraq,Erbil,60,150,210,"A Fedayeen suicide bomber walks into a crowd of Iraqi civilians standing in line to apply for jobs with the police and detonates his explosives, killing sixty and injuring about three times that number."
2703,5/5/2005,Afghanistan,Shah Wali Kot,9,3,12,"Taliban fundamentalists ambush a military patrol with a landmine and automatic weapons, killing nine Afghans."
2704,5/5/2005,India,Udhampur,3,22,25,"Mujahideen militants lob a grenade then open fire on a Hindu wedding party, killing two teenage girls (ages 15 and 17) and injuring twenty-two others."
2705,5/5/2005,Iraq,Baghdad,22,43,65,"Three separate attacks, including another suicide bomber at a recruitment station, leave twenty-two Iraqis dead and at least that many injured."
2706,6/5/2005,Iraq,Baghdad,14,0,14,"Assyrian Christians are thought to be among the fourteen, bound corpses of torture victims found in a city garbage dump."
2707,6/5/2005,Iraq,Suwayrah,16,36,52,"Sixteen Iraqis shopping at a marketplace are murdered by a Fedayeen, who wades into the crowd before detonating explosives strapped to his body.  At least thirty-six are injured."
2708,6/5/2005,Iraq,Tikrit,7,8,15,"A suicidal religious extremist blows his car up next to a minivan taking Iraqi police to work, killing seven and injuring eight."
2709,6/5/2005,Afghanistan,Charcheno,1,0,1,A civilian is kidnapped and murdered by the Taliban.
2710,6/5/2005,Afghanistan,Andar,2,0,2,Two civilians are killed in their car by Sunni extremists.
2711,6/5/2005,Thailand,Pattani,2,0,2,"Two people, including a health care worker, are murdered by Islamists in separate attacks."
2712,7/5/2005,Thailand,Yala,1,0,1,Radical Muslims kill a man as he is leaving his school.
2713,7/5/2005,Iraq,Baghdad,22,36,58,Suicidal Sunnis target a civilian convoy at a busy intersection.  Twenty-two are killed in the blast and dozens lay injured in the circle of mutilated bodies.
2714,7/5/2005,Yemen,Sanaa,0,5,5,Five solider are injured when Yemeni fundamentalists throw a grenade at them from a passing car.
2715,7/5/2005,Lebanon,Jounieh,2,28,30,Two people are killed by a bomb set in a commercial district of a Christian town.
2716,8/5/2005,India,Kuligam-Lalpora,1,2,3,A 12-year-old girl is killed by a bomb that also injures her father and sister.
2717,8/5/2005,Afghanistan,Kabul,2,6,8,A suicide bomber in a cafe kills two civilians and injures six in a horrific blast.
2718,9/5/2005,Iraq,Baghdad,4,8,12,"A grisly scene as a suicidal Sunni rams his car into two police vehicles, burning the occupants to death."
2719,9/5/2005,India,Chakka,3,0,3,"The Mujahideen open fire on civilians exiting a mosque, killing three and injuring an unknown number."
2720,9/5/2005,Thailand,Narathiwat,1,0,1,A health care worker is murdered by Islamists.
2721,10/5/2005,Dagestan,Makhachkala,2,4,6,Two people are killed when Muslim extremists bomb a police station.
2722,10/5/2005,Thailand,Yala,1,0,1,A postal worker is murdered by Islamists.
2723,10/5/2005,Thailand,Pattani,2,0,2,A teacher and medical worker are shot to death by Muslim terrorists in separate attacks.
2724,10/5/2005,Algeria,Boghni,1,1,2,"Fundamentalists open fire on policemen manning a checkpoint, killing one."
2725,10/5/2005,Iraq,Baghdad,7,16,23,Seven civilians are blasted and burned to death by Fedayeen suicide car bomber on a busy street.
2726,11/5/2005,India,Srinagar,1,40,41,The Al-Nasreen terrorist group claims responsibility for a powerful car bombing at a busy intersection.
2727,11/5/2005,Iraq,Baghdad,4,14,18,Three separate Jihad attacks leave four dead and fourteen injured.
2728,11/5/2005,Iraq,Tikrit,27,75,102,A suicide car bomber swerves his vehicle into a crowd of people on a sidewalk.  At least Twenty-seven are killed in the explosion.
2729,11/5/2005,Iraq,Hawija,30,37,67,"A Fedayeen straps explosives to his chest then wades into a group of unemployed civilians waiting to apply for government jobs.  At least thirty are blown to bits, with another forty suffering injuries."
2730,11/5/2005,Afghanistan,Shindand,3,2,5,Three police officers are killed in a bombing by Sunni extremists.
2731,11/5/2005,Thailand,Pattani,1,0,1,Radical Muslims gun down a cop in front of his home.
2732,12/5/2005,Thailand,Narathiwat,1,0,1,A civilian is shot and killed by Islamic terrorists.
2733,12/5/2005,India,Srinagar,2,46,48,"The Mujahideen target a school with grenades, killing two women and injuring about fifty others, including eleven children."
2734,12/5/2005,Iraq,Baghdad,17,65,82,"Jihad terrorists detonate a car bomb outside a market and a cinema, killing seventeen people and injuring nearly seventy, some with severe burns and internal injuries."
2735,13/5/2005,Iraq,Baqubah,3,6,9,"Fedayeen suicide bomber plows into a troop transport, killing two Iraqi soldiers and one civilian."
2736,13/5/2005,India,Sangdan,1,0,1,A government teacher is dragged out of a high school class and shot to death on the sidewalk by the Mujahideen.
2737,13/5/2005,Chechnya,Ishkhoi-Yurt,2,3,5,Islamists kill two policemen in an ambush.  Three others are injured.
2738,13/5/2005,Iraq,Baiji,5,0,5,Car bomb kills five Iraqis.
2739,14/5/2005,Iraq,Baghdad,4,10,14,Civilians are victimized by another suicidal car bomber looking for a ticket to paradise.
2740,14/5/2005,India,Kalakote,4,1,5,The Mujahideen murder a father and his three sons as they are returning from their work in a coal mine.
2741,14/5/2005,Iraq,Jurf al-Sakhar,3,0,3,Three beheaded corpses are found with signs of torture.
2742,14/5/2005,India,Srinagar,1,0,1,A businessman is gunned down by Muslim militants.
2743,15/5/2005,Iraq,Iskandariya,34,0,34,"The bodies of thirty-four people, some in handcuffs, are found dumped in three locations.  Jihadis tortured and beheaded many of them."
2744,15/5/2005,Iraq,Baqubah,5,20,25,"Two suicide bombers, one in a car the other following on foot, attempt an assassination.  Five innocents are blown apart - another twenty badly injured."
2745,15/5/2005,Thailand,Narathiwat,1,5,6,"After burning down in elementary school in Yala, Muslim extremists bomb a government vehicle, killing one Thai and injuring five others."
2746,15/5/2005,Iraq,Latifiya,6,0,6,"Three Kuwaiti TV journalists, two Iraqi assistants and their driver are forced off the road by Jihadis then forced to kneel as their throats are cut."
2747,15/5/2005,Algeria,Khenchela,11,0,11,All eleven members of a water supply convoy are blown up or machine-gunned by the Salafist Group for Preaching and Combat.
2748,16/5/2005,Thailand,Narathiwat,1,0,1,A civilian is shot off his motorcycle by Islamic gunmen.
2749,16/5/2005,Indonesia,Maluku,6,0,6,"Five policemen and a civilian are killed by Islamic militants in Indonesia, as they were sleeping.  The militants accused them of protecting a Christian village."
2750,16/5/2005,Iraq,Baghdad,3,0,3,Three blindfolded and bound bodies are found.  Some were shot multiple times.
2751,16/5/2005,Iraq,Aalgaya,2,2,4,Muslim gunmen shoot a policeman and his wife to death in their car.  The attack also left their two young children badly injured.
2752,17/5/2005,Iraq,Dujail,6,0,6,Six Iraqi truck drivers are pulled from their cabs and killed by radical Sunnis.
2753,17/5/2005,India,Lohardaga,4,3,7,"Seven family members, including women are asleep in their home when militant Muslims barge in and slit the throats of four of them while beating the rest."
2754,17/5/2005,India,Srinagar,2,17,19,"The Mujahideen attacks a funeral of a man they murdered, killing two additional mourners and injuring seventeen."
2755,17/5/2005,Algeria,Lakhdaria,3,5,8,"Members of an al-Qaeda linked group ambush an Algerian patrol, killing three and wounding five."
2756,18/5/2005,Chechnya,Staryye Atagi,1,0,1,A cop is gunned down by Jihadis.
2757,18/5/2005,Thailand,Narathiwat,1,0,1,Muslim separatists kill a defense volunteer.
2758,18/5/2005,Afghanistan,Helmand,5,0,5,A gruesome scene as an attack on a humanitarian project leaves five people dead.
2759,18/5/2005,Afghanistan,Kabul,1,0,1,Religious fundamentalists kill a 24-year-old woman in her home.  She had been a pop music personality.
2760,19/5/2005,Iraq,Mosul,7,3,10,"Fedayeen gunmen attack the house of a Sunni politician, killing seven people inside the home."
2761,19/5/2005,Afghanistan,Zabul,6,0,6,Taliban gunmen ambush and kill six humanitarian aid workers transporting the bodies from those killed in an attack the day before.
2762,19/5/2005,Iraq,Samarrah,2,0,2,"In a brutal attack, Sunni gunmen kill a policeman and his elderly father as they are riding in a car."
2763,19/5/2005,Iraq,Baghdad,1,8,9,Suicide bomber kills an Iraqi soldier at a checkpoint.  Eight others are injured.
2764,20/5/2005,India,Mogla,4,0,4,"The Mujahideen ambush a security patrol from behind bushes, killing four Indian soldiers."
2765,20/5/2005,Iraq,Baghdad,2,3,5,Two civilians are killed by a suicide bomber.  Three others are injured.
2766,20/5/2005,Dagestan,Makhachkala,2,2,4,Gema’at Sharia assassinate a government official with a powerful bomb that also kills his driver and injures two children playing nearby.
2767,22/5/2005,Thailand,Pattani,2,0,2,Two municipal workers are murdered by Islamists.
2768,22/5/2005,Iraq,Baghdad,2,3,5,"Sunni radicals spray a car with automatic weapons fire, killing a top official and his driver."
2769,23/5/2005,India,Kashmir,3,3,6,"In a series of overnight attacks, the Mujahideen hang a woman and shoot two other innocents to death."
2770,23/5/2005,Iraq,Tal Afar,35,25,60,Two suicidal religious extremists murder more than thirty people outside the house of a community leader with twin bombings.
2771,23/5/2005,Iraq,Mahmoudiya,7,22,29,A suicidal Sunni tries to drive his explosives-packed car into a mosque.  Seven are killed and more than thirty hurt.  Five killed are family members.
2772,23/5/2005,Iraq,Baghdad,10,82,92,"Muslim extremists detonate a car bomb outside a Shiite restaurant, killing seven and injuring more then eighty.  Many have serious injuries."
2773,24/5/2005,Iraq,Baghdad,6,8,14,Car bombing outside a girl's school kills six and injures eight.
2774,25/5/2005,Pakistan,Makin,6,0,6,"A woman, her two sons and three daughters, are killed by a bomb planted in their home."
2775,25/5/2005,Thailand,Pattani,1,2,3,"Muslim terrorists fire on a group of firefighters and police officers, killing one person."
2776,25/5/2005,Chechnya,Nizhny Gerzel,1,0,1,A cop is gunned down by Jihadis.
2777,26/5/2005,Philippines,Zamboanga,3,13,16,Three civilians are killed when suspected Muslim terrorists throw two hand grenades into a village.
2778,26/5/2005,Iraq,Baghdad,5,0,5,"Jihadis attack and kill a university professor, along with three of his bodyguards.  They also knife a Shiite to death elsewhere."
2779,26/5/2005,Iraq,Baghdad,3,6,9,Suicidal extremist kills three Iraqis and injures six with bombs hidden in a taxi.
2780,27/5/2005,Nigeria,Sokoto,1,14,15,"Nigerian Sunnis attack a Shia political office, killing one and injuring fourteen."
2781,27/5/2005,Philippines,Sulu,2,3,5,"Abu Sayyaf militants trigger a landmine against a vehicle on a water run, killing two soldiers and inuring three others."
2782,27/5/2005,Pakistan,Islamabad,19,41,60,A suicide bomber blows himself up amid a crowd of mostly Shia worshippers at a Pakistani shrine.  At least nineteen are killed and dozens injured.
2783,27/5/2005,Iraq,Tikrit,2,24,26,"Two civilians are killed and at least two dozen others injured, some badly, in a terrorist bombing."
2784,27/5/2005,Thailand,Yala,2,0,2,Thai Muslims kill two men in separate attacks.
2785,27/5/2005,Thailand,Pattani,1,0,1,Muslims gun down a man in front of his wife and children.
2786,27/5/2005,Algeria,Ain Defla,1,0,1,Salafist Group for Preaching and Combat kill a security patrol member with a bomb.
2787,28/5/2005,Algeria,Batna,1,0,1,"Islamic fundamentalists murder a shepherd, then burn his body."
2788,28/5/2005,Iraq,Sinjar,5,45,50,Two religious extremists kill five other people and injure at least forty more in coordinated suicide bombings.
2789,28/5/2005,Indonesia,Sulawesi,24,54,78,A priest and an infant are among the nearly two dozen Christians killed when Islamic militants detonate two bombs in the center of a village.  At least sixty others are injured.
2790,28/5/2005,Iraq,Baghdad,1,0,1,Islamists stab a 44-year-old Japanese hostage to death on videotape.
2791,29/5/2005,Afghanistan,Kandahar,1,0,1,"The Taliban stage a bold assassination on an opposition cleric, as he is leaving his office."
2792,29/5/2005,Pakistan,Kani Wam,3,2,5,al-Qaeda suspected in ambush on Pakistani official's car that leaves three dead.
2793,29/5/2005,Iraq,al-Madyen,2,8,10,A suicide car bomber kills two Iraqis and injures eight on his way to Paradise.
2794,29/5/2005,Iraq,Tuz,2,9,11,Jihadis kill two civilians with a car bomb outside a school.  Nine others are injured.
2795,29/5/2005,Iraq,Mosul,8,0,8,"Eight civilians, including children, are blown to bits by Islamic terrorists."
2796,29/5/2005,India,Anantnag,0,44,44,Forty-four people are injured in twins blasts set by Hizb-ul-Mujahideen.  One went off near a post office.
2797,30/5/2005,Afghanistan,Arghandab,4,7,11,Four officers are killed in an assault on their station by religious extremists.
2798,30/5/2005,Thailand,Pattani,1,0,1,A Buddhist teacher is murdered by Islamic radicals.
2799,30/5/2005,Iraq,Baghdad,27,118,145,"Two Fedayeen suicide bombers kill twenty-seven Iraqis.  The first waded into a crowd before detonating.  The second ran after the survivors, killing many of them as well."
2800,31/5/2005,Pakistan,Karachi,6,0,6,"A mob of angry Shias take out their frustration at Sunnis on Kentucky Fried Chicken employees, killing six, including four who were burned alive."
2801,31/5/2005,Pakistan,Karachi,5,26,31,A suicide bombing attack at a Shia mosque kills five people and injures twenty-six.
2802,31/5/2005,Algeria,Boumerdes,2,5,7,"The Salafist Group for Preaching and Combat ambushes a security patrol, killing two and injuring five."
2803,31/5/2005,Chechnya,Grozny,1,0,1,A civilian is blown apart in his car by a Jihad landmine.
2804,31/5/2005,Thailand,Yala,1,0,1,A man is killed in his motorcycle shop by Muslim radicals.
2805,31/5/2005,Thailand,Narathiwat,1,0,1,A trader is murdered by Islamists.
2806,1/6/2005,Thailand,Narathiwat,1,0,1,A government official is murdered by Islamists.
2807,1/6/2005,Thailand,Yala,1,0,1,A man is murdered by Muslims while inspecting a school.
2808,1/6/2005,Afghanistan,Kandahar,21,42,63,"An al-Qaeda member wades into a crowd of mourners at a funeral for a murdered anti-Taliban cleric, killing about two dozen people and hurting dozens more."
2809,1/6/2005,Afghanistan,Lashkargah,2,5,7,The Taliban kill two mine-detection crewmen in a remote-controlled blast.
2810,2/6/2005,Iraq,Baghdad,9,0,9,"Muslim militants fire into a crowded market from three passing cars, murdering at least nine civilians."
2811,2/6/2005,Iraq,Mosul,5,13,18,"Jihadis detonate bombs on two motorcycles parked outside a cafe, killing five Iraqis."
2812,2/6/2005,Lebanon,Beirut,1,1,2,Car bombing in a Christian area of the city takes the life of a journalist who opposed Syrian hegemony.
2813,2/6/2005,Iraq,Baqubah,4,4,8,Four Iraqis killed in a blast by a suicidal Sunni.
2814,2/6/2005,Iraq,Kirkuk,4,11,15,A convoy of civilian contractors is targeted by a Fedayeen suicide bomber who paves his way to Paradise with at least four dead bodies.
2815,2/6/2005,Iraq,Tuz Khormato,12,40,52,"Suicidal religious extremist plows his car into a restaurant and detonates a blast that leaves at least twelve people dead, including children, and forty others maimed."
2816,2/6/2005,India,Harwan,4,1,5,The Mujahideen abduct and later behead four members of two families.
2817,2/6/2005,Iraq,Mosul,5,0,5,"Thinking that they were a Christian family, Jihad gunmen spray the inside of a car with weapons fire, killing two parents and their three young children."
2818,3/6/2005,Thailand,Pattani,1,0,1,A teacher is murdered by Islamic radicals.
2819,3/6/2005,Afghanistan,Tirin Kot,1,1,2,"The Taliban invade the home of a civic educator, beat up his elderly father, then execute him."
2820,3/6/2005,Afghanistan,Kandahar,5,5,10,"Five separate attacks by the Taliban, leave five people dead and at least five others injured."
2821,3/6/2005,Iraq,Balad,10,12,22,Ten Iraqis are slaughtered by a suicidal religious fanatic in a car bombing.  Twelve more are injured.
2822,4/6/2005,Mauritania,Limgheiti,15,19,34,al-Qaeda militants attack and kill fifteen Mauritanian soldiers in a remote area.  Nineteen others are injured.
2823,4/6/2005,Algeria,Aomar,1,0,1,Islamic fundamentalists assassinate a deputy mayor.
2824,5/6/2005,Thailand,Pattani,1,0,1,A man is murdered by Muslim radicals while leaving his tea shop.
2825,5/6/2005,Thailand,Narathiwat,2,0,2,A man and his brother are shot to death in their shop by Muslim terrorists.
2826,5/6/2005,India,Bandipore,2,0,2,The Mujahideen abduct and kill two civilians.
2827,5/6/2005,Iraq,Shorgat,1,3,4,An Iraqi soldier is killed by a suicide bomber on a motorcycle.
2828,6/6/2005,Thailand,Narathiwat,1,0,1,A 59-year-old Buddhist plantation worker is captured and beheaded by militant Muslims.
2829,7/6/2005,Afghanistan,Gilan,1,0,1,A teacher is murdered by fundamentalists.
2830,7/6/2005,India,Bahk-e-Hakar,1,0,1,A civilian is abducted from his home and beheaded by the Mujahideen.
2831,7/6/2005,Israel,Ganei Tal,3,0,3,"Islamic Jihad bomb an Israeli greenhouse, killing three, including a Chinese worker."
2832,7/6/2005,Algeria,M'sila,13,6,19,Militants fighting for an Islamic state kill thirteen soldiers in a bombing attack on their truck.
2833,7/6/2005,Afghanistan,Spin Boldak,2,0,2,Two Pakistani truck drivers are murdered by the Taliban.
2834,7/6/2005,Iraq,Hawija,18,38,56,Militant Sunnis kill eighteen Iraqi civilians in a series of four suicide bombings and other attacks.
2835,7/6/2005,Iraq,Habaniyah,7,0,7,The 'Army of Ansar al-Sunna' ambushes a civilian truck convoy and slaughters seven drivers.
2836,9/6/2005,Thailand,Yala,1,0,1,A Buddhist teenager is shot in the head by Muslim separatists.
2837,9/6/2005,Iraq,Qaim,17,0,17,The bodies of seventeen Iraqi Shiites are discovered bound and executed.  Some were beheaded.
2838,9/6/2005,Syria,Damascus,1,1,2,Two Syrian security force personnel are shot by religious extremists as they are attempting an arrest.
2839,9/6/2005,Chechnya,Tver,7,1,8,Seven Chechen police officers are killed when Mujahideen rebels fire a grenade launcher at their car.
2840,9/6/2005,Iraq,Kirkuk,2,0,2,Two Iraqis are killed in a Jihad attack on their vehicle.
2841,10/6/2005,Iraq,Basra,2,0,2,A policeman and his brother are shot to death by Jihadis while riding in their car.
2842,10/6/2005,Thailand,Narathiwat,2,0,2,"Two separate shooting attacks by Muslim militants leave two, including a Buddhist, dead."
2843,11/6/2005,Thailand,Narathiwat,1,0,1,Muslims murder a 49-year-old Buddhist construction worker on his way to work.
2844,11/6/2005,Iraq,Baghdad,10,0,10,"Ten people are slaughtered by a Sunni bomb in a Shia neighborhood, including a pregnant woman and her husband."
2845,11/6/2005,Iraq,Najaf,2,3,5,"A bomb planted in a Shia cemetery kills two people, including an 8-year-old girl, and injures three others, all from the same family."
2846,11/6/2005,Iraq,Diyara,11,2,13,"Jihad gunmen open fire on a bus carrying construction laborers, killing eleven in the brutal attack and injuring two."
2847,12/6/2005,Russia,Uzunova,0,15,15,Fifteen people are injured when a bomb believed to be planted by Chechen terrorists derails a commuter train
2848,12/6/2005,Iraq,Baghdad,3,4,7,"Three people are killed, and at least four injured in two separate suicide blasts."
2849,12/6/2005,Afghanistan,Kandahar,1,4,5,The Taliban kill a woman with a landmine.  The blast injures her two children and two other women.
2850,12/6/2005,Iran,Ahvaz,8,74,82,Four women are among eight dead in a series of bomb blasts.
2851,13/6/2005,Algeria,Khadirat El Nukta,4,6,10,"Armed fundamentalists stage a shooting attack on a group of people, killing at least four."
2852,13/6/2005,India,Pulwama,13,100,113,"At least thirteen people are slaughtered, and over one hundred injured when the Mujahideen set off a truck bomb near a school.  Many schoolchildren are among the casualties."
2853,13/6/2005,Thailand,Pattani,1,1,2,Two Buddhist twin brothers are shot by Islamic terrorists as they are riding home from school.  One dies.
2854,13/6/2005,Thailand,Narathiwat,1,3,4,"Islamic radicals plant a bomb in a garbage truck, killing one of the workers and injuring several more."
2855,14/6/2005,Iraq,Baqubah,6,4,10,"Suicide bomber kills six Iraqis, including two children and injures four others."
2856,14/6/2005,Iraq,Kirkuk,19,89,108,"A Fedayeen suicide bomber wades into a crowd of people shopping in a market and kills nineteen, including children, and injures about ninety others in an egregious and senseless attack."
2857,14/6/2005,Afghanistan,Khost,7,0,7,Taliban extremists walk into a medical clinic and gun down a doctor and seven hospital workers in cold blood.
2858,15/6/2005,Thailand,Pattani,4,0,4,Four people are murdered in three shooting attacks by Islamic radicals.
2859,15/6/2005,Afghanistan,Kandahar,1,0,1,A man is cut to pieces by Taliban bullets.
2860,15/6/2005,India,Chaklas,2,0,2,"The Mujahideen assassinate a veterinarian and also set fire to another civilian's house, killing his 8-month-old daughter in the flames."
2861,15/6/2005,Iraq,Khalis,23,28,51,A particularly heinous suicide bombing attack on Iraqi soldiers eating lunch at their base leaves twenty-three dead and about thirty injured.
2862,15/6/2005,Iraq,Baghdad,4,29,33,"A suicide bomber detonates near a market, murdering four Iraqis and injuring twenty-nine others."
2863,16/6/2005,India,Awantipora,0,15,15,"Fifteen people, including a child and two women are injured by the splinters of a grenade thrown by the Mujahideen on a road."
2864,16/6/2005,Thailand,Narathiwat,2,3,5,Three separate attacks in the same Thai province by militant Muslims leave two dead and three injured.
2865,16/6/2005,Iraq,Mosul,2,0,2,"Ansar al-Sunna terrorists shoot an Iraqi judge to death, along with his driver."
2866,17/6/2005,Egypt,Sinai,1,3,4,Islamic extremists gun down a cop.
2867,17/6/2005,Russia,Astrakhan,2,1,3,"Islamic gunmen are thought responsible for an attack on a hospital, in which two patients were shot to death in their beds."
2868,17/6/2005,Thailand,Pattani,2,0,2,A Laotian man and wife are beheaded on the chicken farm where they work.
2869,17/6/2005,Thailand,Narathiwat,1,0,1,A policeman is murdered by Islamists.
2870,17/6/2005,Thailand,Yala,1,0,1,A school guard is beaten to death by radical Muslims.
2871,17/6/2005,Iraq,Fallujah,14,8,22,Fourteen Iraqis die when a suicide bomber detonates an explosives laden car on a street corner.
2872,18/6/2005,Saudi Arabia,Makkah,1,0,1,Senior Saudi official is gunned down by Islamists outside his home.
2873,18/6/2005,Iraq,Baghdad,3,0,3,"A 10-year-old girl is killed by a bomb and two bodies are found, brutally executed."
2874,19/6/2005,Iran,Mashad,2,0,2,Two gay teenagers are hanged.
2875,19/6/2005,Israel,Gaza,1,2,3,"The Palestinian terrorist group, Abu Rish Brigade, takes credit for an ambush on a civilian labor group that leaves an Israeli guard dead."
2876,19/6/2005,Iraq,Baghdad,23,36,59,A suicidal religious extremist walks into a restaurant and blows up twenty-three innocent people.  Another thirty-six patrons are injured.
2877,19/6/2005,Iraq,Tikrit,3,9,12,Fedayeen suicide bomber kills three Iraqis.
2878,19/6/2005,Iraq,Iskandariya,3,7,10,"Sunni terrorists open fire on shoppers at a marketplace, killing three and injuring seven."
2879,19/6/2005,Afghanistan,Nad Ali,3,0,3,"The Taliban machine-gun a car with three people, including a judge."
2880,19/6/2005,India,Dachan,1,1,2,"The Mujahideen fire into a civilian's home, killing his 14-year-old daughter and injuring his wife."
2881,20/6/2005,Thailand,Pattani,3,0,3,Islamic militants invade a home and shoot three young volunteer teachers to death.
2882,20/6/2005,India,Watalar,1,0,1,Two Harkat-ul-Mujahideen terrorists assassinate a local political figure.
2883,20/6/2005,Israel,Baqa al-Sharqiya,1,1,2,Palestinian snipers kill an Israeli civilian traveling in his car.  His 13-year-old son is shot as well.
2884,20/6/2005,Iraq,Ebril,19,118,137,"Three car bombs, at least one by a suicidal ""holy warrior,"" kill eighteen people, mostly Kurds, and injure over one-hundred."
2885,21/6/2005,Afghanistan,Kandahar,1,0,1,A civilian is killed in an ambush by Taliban gunmen.
2886,21/6/2005,Afghanistan,Maiwand,1,1,2,Taliban terrorists kill the husband of an election worker.
2887,21/6/2005,Lebanon,Beirut,1,1,2,An anti-Syria political leader is assassinated by a car bomb in Lebanon.
2888,22/6/2005,Thailand,Narathiwat,0,7,7,"A bomb set off by Muslim extremists injures seven, including two monks and three elderly people."
2889,22/6/2005,Thailand,Narathiwat,1,0,1,Muslim extremists behead a 34-year-old cloth vendor.  The head is found 2km away.
2890,22/6/2005,Iraq,Baghdad,18,46,64,Eighteen Shiite civilians are slaughtered in three separate bombing attacks by radical Sunnis.  About fifty are injured.
2891,22/6/2005,India,Bijbehara,0,17,17,"About seventeen people, including two teenage boys are injured when the Mujahideen toss a grenade onto a road."
2892,22/6/2005,India,Nadihal,2,0,2,The Mujahideen abduct and kill two civilians by slashing their throats.
2893,22/6/2005,Algeria,Skikda,1,2,3,A civilian is killed when Islamists put a bomb under his vehicle.
2894,23/6/2005,Algeria,Azzefoun,1,5,6,"The Salafist Group for Preaching and Combat bombs a police convoy, killing one officer."
2895,23/6/2005,Iraq,Fallujah,4,13,17,"A senseless attack on a U.S. Marine mail convoy kills four, including three women."
2896,23/6/2005,Iraq,Baghdad,17,60,77,Four more car bombs aimed at Shia civilians kill fifteen and injure over fifty in residential neighborhoods.
2897,23/6/2005,Pakistan,Karachi,2,1,3,Two Sunni clerics are assassinated in an attack that leaves a boy injured.
2898,23/6/2005,Pakistan,South Waziristan,4,0,4,Probable al-Qaeda ambush on a delivery truck leaves four people dead.
