,Date,Country,City,Killed,Injured,Total,Description
20773,15/7/2013,Iraq,Mosul,2,6,8,Two other people are reduced to pulp by a Fedayeen suicide bomber.
20774,15/7/2013,Pakistan,Quetta,3,4,7,Three people are killed when a sectarian Jihadi on a motorcycle fires into a shop.
20775,15/7/2013,Pakistan,Quetta,1,0,1,Sipah-e-Sahaba terrorists kidnap and torture to death a former Sunni who converted to Shia.
20776,16/7/2013,Algeria,Tipaza,4,3,7,Four local soldiers are blown to bits by fundamentalist bombers.
20777,16/7/2013,Thailand,Yala,1,0,1,A rubber tapper is gunned down by militant Muslims.
20778,16/7/2013,Yemen,Huj,1,0,1,An accused homosexual is shot to death by al-Qaeda.
20779,16/7/2013,Afghanistan,Nangarhar,2,3,5,Two civilians bleed to death after a Taliban bomb planted on a bicycle detonates.
20780,16/7/2013,Bangladesh,Dinajpur,1,0,1,A 60-year-old bus driver is stoned to death by Jamaat-e-Islam.
20781,16/7/2013,Pakistan,Karachi,2,0,2,Suspected Tehreek-e-Taliban gun down two supporters of a secular party.
20782,16/7/2013,Israel,Jerusalem,0,1,1,An Orthodox Jew is stabbed by two Palestinians.
20783,16/7/2013,Iraq,Muqdadiyah,6,17,23,A half-dozen worshippers at a mosque are sent directly to paradise by Religion of Peace rivals.
20784,16/7/2013,Pakistan,Quetta,3,0,3,A cleric and his brother are among three people assassinated by sectarian rivals while sitting at a kiosk.
20785,17/7/2013,Afghanistan,Herat,1,0,1,Fundamentalists gun down a man outside a public bath.
20786,17/7/2013,Syria,Kanaker,7,6,13,"Seven people, mostly women and children, are disassembled by a Sunni car bomb."
20787,17/7/2013,Lebanon,Sarafand,1,0,1,A prominent leader is murdered by sectarian opponents.
20788,17/7/2013,Iraq,Muqdadiyah,4,0,4,Small children out swimming are among four Iraqis bagged by Mujahideen bombers.
20789,17/7/2013,Egypt,al-Arish,1,0,1,A security guard is murdered by Muslim radicals.
20790,17/7/2013,Somalia,Kismayo,2,3,5,An al-Shabaab bomb leaves two people dead.
20791,17/7/2013,Somalia,Mogadishu,1,0,1,al-Shabaab activists murder a female government official.
20792,17/7/2013,India,Srinagar,1,5,6,One person is killed when a Muslim terrorist throws a grenade into the street.
20793,18/7/2013,Indonesia,Kendal,1,3,4,"An FPI (Islam Defenders Front) member in a car intentionally rams a group of people outside a brothel, killing one."
20794,18/7/2013,Yemen,Saada,2,4,6,Two Shiites are shot to death by Sunnis over a dispute concerning a mosque.
20795,18/7/2013,Sudan,Garsila,1,1,2,Islamic militia murder a school guard.
20796,18/7/2013,Iraq,Baghdad,3,0,3,Fundamentalists break into a home and shoot three women to death on suspected immorality.
20797,18/7/2013,Pakistan,Badan,3,2,5,"Islamic hardliners blow up a van carrying local tribesmen, killing at least three."
20798,18/7/2013,Pakistan,Mamond,2,3,5,Two security personnel are shot to death in their vehicle by Muslim terrorists.
20799,18/7/2013,Iraq,Kirkuk,1,0,1,Holy warriors enter a home and shoot a woman to death.
20800,18/7/2013,Iraq,Baghdad,2,5,7,Two Iraqis are incinerated by a bomb blast.
20801,18/7/2013,Iraq,Wajihiyah,3,0,3,Three young men are tragically cut down by Islamist bombers.
20802,18/7/2013,Iraq,Balad,1,4,5,A farmer is picked off by Religion of Peace snipers.
20803,18/7/2013,Iraq,Dujail,2,0,2,Muslim terrorists gun down a man and his wife on their way to work.
20804,18/7/2013,India,Pampore,2,1,3,Two people are killed when Islamic militants target a heart surgeon.
20805,18/7/2013,Egypt,al-Arish,1,0,1,A man is gunned down outside his home by Islamists.
20806,18/7/2013,Egypt,Sheikh Zuweid,1,2,3,A local policeman bleeds to death after Islamic militants fire into a station.
20807,18/7/2013,Afghanistan,Logar,8,0,8,"Eight civilians are stopped by religious extremists on their way to work, forced to kneel and then summarily shot in the head."
20808,18/7/2013,Iraq,Mosul,7,21,28,A child is among seven people who lose their lives to a Religion of Peace shrapnel bomb at a teahouse.
20809,18/7/2013,Pakistan,Bajaur,2,4,6,Two local soldiers are ambushed and murdered by al-Qaeda linked militants.
20810,18/7/2013,India,Dharam,0,43,43,Angry Muslims riot over an alleged desecration of the Quran.
20811,18/7/2013,Pakistan,Karachi,2,0,2,Two cops are gunned down outside a furniture mart by suspected Islamists.
20812,19/7/2013,India,Salem,1,0,1,A Hindu policeman is hacked to death by Muslim radicals.
20813,19/7/2013,Iraq,Diyala,26,69,95,"Islamists blow up a rival mosque during midday prayers, exterminating at least two dozen worshippers."
20814,19/7/2013,Yemen,Huta,0,1,1,A gay man survives a targeted shooting by fundamentalists with injuries.
20815,19/7/2013,Syria,Damascus,1,0,1,Sunnis target a Shia mosque with a series of rockets that take out the custodian.
20816,19/7/2013,Pakistan,Karachi,1,1,2,Lashkar-e-Jhangvi is thought to be behind the murder of a man in front of his 14-year-old son.
20817,19/7/2013,Iraq,Hillah,1,5,6,A suicide bombing at a mosque leaves one other dead.
20818,19/7/2013,Iraq,Mosul,2,2,4,'Insurgents' kill two women when they fire a mortar into a residential neighborhood.
20819,19/7/2013,Pakistan,Bara,2,0,2,Two local soldiers pitching a tent are blown up by Sunni hardliners.
20820,19/7/2013,Egypt,al-Arish,2,1,3,"Islamic fanatics send a rocket into a family home, blowing the heads off two residents."
20821,19/7/2013,Libya,Benghazi,1,0,1,A man traveling to a funeral is abducted and murdered by suspected Islamists.
20822,19/7/2013,Yemen,Mudia,1,0,1,A man is shot to death by al-Qaeda.
20823,19/7/2013,Iraq,Samarrah,1,11,12,A child is killed when Holy Warriors bomb a soccer field.
20824,19/7/2013,Somalia,Mogadishu,1,0,1,A local doctor is shot to death by al-Shabaab cadres.
20825,19/7/2013,Afghanistan,Helmand,2,2,4,Two people are taken apart by Taliban bombers.
20826,19/7/2013,Afghanistan,Marjah,4,11,15,"Taliban use an IED to kill four people, including children."
20827,19/7/2013,Thailand,Narathiwat,1,1,2,"Muslim 'insurgents' fire on a married couple, killing the man and injuring his wife."
20828,20/7/2013,Pakistan,Karachi,3,0,3,Three people are killed by a Lashkar-e-Jhangvi bomb hidden in fruit.
20829,20/7/2013,Iraq,Baghdad,25,71,96,"A series of al-Qaeda bombs, late in the evening, leave an additional twenty-five Iraqis dead."
20830,20/7/2013,Iraq,Garma,1,2,3,A mother and child are among the casualties of a Mujahideen bomb blast.
20831,20/7/2013,Nigeria,Maiduguri,1,3,4,A young child is trampled during a reported attack by Boko Haram at a mosque.
20832,20/7/2013,Iraq,Baghdad,4,12,16,Four Shiites are blown to bits by a Sunni bomb.
20833,20/7/2013,Iraq,Baghdad,3,11,14,Three people at a bakery are torn to pieces by Sunni bombers.
20834,20/7/2013,Iraq,Zafaraniyah,6,15,21,al-Qaeda bombers send six Iraqis to Allah.
20835,20/7/2013,Iraq,Tobchi,8,29,37,Eight people in a Shiite neighborhood are exterminated by Sunni bombers.
20836,20/7/2013,Iraq,Baghdad,9,17,26,"Jihadis double-bomb a busy shopping district, killing at least nine patrons."
20837,20/7/2013,Iraq,Baqubah,3,0,3,Three Iraqis are shot to death by al-Qaeda.
20838,20/7/2013,Iraq,Mosul,8,35,43,A suicide bombing and several Mujahid shootings leave eight dead.
20839,21/7/2013,Iraq,Taji,4,15,19,Four people at a fish market are cut to shreds by a Religion of Peace shrapnel bomb.
20840,21/7/2013,Pakistan,Karachi,4,7,11,Two Lashkar-e-Jhangvi bombs leave four dead.
20841,21/7/2013,Egypt,al-Arish,3,2,5,Three security personnel are killed in separate attacks by Muslim militants.
20842,21/7/2013,Thailand,Narathiwat,2,0,2,A Buddhist married couple on their way to sell vegetables are ordered off their motorbike by Muslim 'insurgents' and summarily shot in the head.
20843,21/7/2013,Pakistan,Karachi,2,6,8,A Tehreek-e-Taliban bomb outside a secular-leaning political office leaves two dead.
20844,21/7/2013,Iraq,Hillah,1,0,1,An imam is shot to death by Religion of Peace rivals.
20845,21/7/2013,Iraq,Kirkuk,7,0,7,Seven policemen are machine-gunned by Islamists at two checkpoints.
20846,21/7/2013,Iraq,Basmaiya,2,4,6,"Islamic terrorists blow up a family home, killing two."
20847,21/7/2013,Afghanistan,Khost,6,0,6,"The Taliban attack a house, killing six residents."
20848,21/7/2013,Egypt,Sinai,5,11,16,Five people are killed during a series of terror attacks by Hamas-backed militants.
20849,21/7/2013,Egypt,al-Arish,1,0,1,Islamists shoot and kill a 32-year-old man driving a car.
20850,22/7/2013,Pakistan,Quetta,2,0,2,Two Shiite teenagers are shot to death in a taxi by Lashkar-e-Jhangvi.
20851,22/7/2013,Syria,Khan al-Assal,51,0,51,Fifty captured soldiers are executed in cold blood by al-Nusra.
20852,22/7/2013,Iraq,Fallujah,3,1,4,Three people are killed when 'freedom fighters' blow up a policeman's home.
20853,22/7/2013,Iraq,Taji,16,13,29,"al-Qaeda militants attack government building, shooting at least sixteen guards to death."
20854,22/7/2013,Iraq,Abu Ghraib,41,65,106,Forty-one guards and inmates at a prison are killed during a sustained Sunni assault that involved suicide car bombers.
20855,22/7/2013,Pakistan,Chaman,2,8,10,Two people are killed when a mosque is bombed by rival Muslims.
20856,22/7/2013,Iraq,Mosul,25,29,54,Thirteen people are torn to shreds by a Fedayeen suicide car bomber.
20857,22/7/2013,Iraq,Kirkuk,3,0,3,Suspected Sunni terrorists gun down three people.
20858,22/7/2013,Iraq,Madain,2,0,2,A bomb placed along a city street leaves two dead.
20859,22/7/2013,Afghanistan,Zabul,4,1,5,Four Afghans are sent to paradise by fundamentalist bombers.
20860,22/7/2013,Nigeria,Darazo,2,2,4,A child is among two people murdered by Boko Haram gunmen.
20861,23/7/2013,Algeria,Bouira,2,0,2,Fundamentalists kill two forest rangers with a planted bomb.
20862,23/7/2013,Philippines,Maguindanao,1,1,2,A child dies from splinter injuries after Moro Islamists toss a grenade into the street.
20863,23/7/2013,Thailand,Narathiwat,2,0,2,A Buddhist couple is shot to death by Muslim 'separatists' in front of their 4-year-old son.
20864,23/7/2013,Afghanistan,Wardak,8,5,13,A suicide bomber on a donkey kills eight other people.
20865,23/7/2013,Thailand,Pattani,1,1,2,A shop owner is gunned down in the middle of the night by suspected Muslim 'insurgents'.
20866,23/7/2013,Syria,Homs,1,19,20,A woman is killed when Ahrar al-Sham rocket a group of cars.
20867,23/7/2013,Thailand,Narathiwat,2,1,3,Two people are machine-gunned at a coffee shop by suspected Muslim 'rebels'.
20868,23/7/2013,Iraq,Baghdad,6,28,34,A half-dozen people at a restaurant are taken out in mid-bite by Islamic bombers.
20869,23/7/2013,Iraq,Baghdad,3,15,18,Hardline bombers target a rival mosque with a bomb that leaves three dead.
20870,23/7/2013,Iraq,Kirkuk,7,41,48,Seven worshippers at a mosque are sent to Allah by sectarian bombers.
20871,23/7/2013,Iraq,Kut,2,9,11,Two people at a mosque are brought down by rival bombers.
20872,23/7/2013,Iraq,Mosul,3,0,3,Three civilians are gunned down at a sheep market by Muslim 'insurgents'.
20873,23/7/2013,Iraq,Kirkuk,4,1,5,al-Qaeda terrorists kill four Iraqis in separate shooting attacks.
20874,23/7/2013,Iraq,Nineveh,4,0,4,Four local cops are kidnapped and murdered by al-Qaeda.
20875,24/7/2013,Iraq,Tikrit,4,4,8,"Religious radicals fire into a van carrying off-duty soldiers, killing four."
20876,24/7/2013,Iraq,Baghdad,4,10,14,"Mujahid bombers strike at a food fair, killing four patrons."
20877,24/7/2013,Iraq,Tuz Khormato,15,41,56,Fifteen people are massacred by al-Qaeda bombers at a market.
20878,24/7/2013,Egypt,Mansura,1,28,29,"Brotherhood supporters bomb a police station, killing one person."
20879,24/7/2013,Iraq,Sulaiman Pek,14,0,14,Fourteen Shiite truck drivers are summarily executed by Sunnis who first verified their religious status.
20880,24/7/2013,Pakistan,Sukkur,4,40,44,Five suicide car bombers manage to kill four other persons outside a government building.
20881,24/7/2013,Iraq,Shura,9,2,11,Nine Iraqi policemen are brutally machine-gunned at their post by Sunni Islamists.
20882,24/7/2013,Egypt,al-Arish,2,0,2,Two local soldiers are killed in separate shootings by Hamas-backed militants.
20883,24/7/2013,Somalia,Mogadishu,1,7,8,A civilian bleeds to death following an al-Shabaab car bombing.
20884,24/7/2013,Thailand,Narathiwat,3,2,5,"'Islamo-Socialists' detonate a bomb outside a hospital as a group of teachers pass by, killing two women and one man."
20885,24/7/2013,Dagestan,Derbent,0,1,1,A rabbi is shot at close range by dedicated Islamists.
20886,25/7/2013,Pakistan,Karachi,1,0,1,A 22-year-old Shiite is shot to death by Lashkar-e-Jhagvi.
20887,25/7/2013,Afghanistan,Kunduz,3,4,7,A Taliban shrapnel bomb takes the lives of three Afghans.
20888,25/7/2013,Pakistan,Karachi,1,0,1,"Islamists attack a rival mosque, killing a guard."
20889,25/7/2013,Iraq,Samarrah,2,2,4,Two Iraqis are murdered by al-Qaeda militants.
20890,25/7/2013,Iraq,Madaen,8,18,26,al-Qaeda bombers dismantle eight patrons at a popular coffee shop.
20891,25/7/2013,Iraq,Muqdadiya,14,8,22,Fourteen people at a busy outdoor market are pulled into pieces by Mujahid car bombers.
20892,25/7/2013,Pakistan,Upper Dir,2,0,2,A young couple is honor killed by her conservative Muslim family for marrying without permission.
20893,25/7/2013,Egypt,Sinai,2,4,6,Hamas-backed gunmen exterminate two Egyptian security guards.
20894,25/7/2013,Iraq,Baghdad,16,20,36,Sixteen diners at a restaurant are ripped to shreds by an Islamist bomb blast.
20895,25/7/2013,Iraq,Baghdad,2,6,8,Two people at an Internet cafe are slain by fundamentalist bombers .
20896,25/7/2013,Iraq,Baghdad,3,16,19,Women and children are among the casualties of a Mujahideen bomb blast at a wedding.
20897,25/7/2013,Iraq,Baghdad,4,0,4,Two street cleaners are among four people shot to death by Muslim terrorists in random attacks.
20898,25/7/2013,Afghanistan,Jowzjan,2,10,12,A bomb planted by Muslim fundamentalists leaves two dead.
20899,25/7/2013,Israel,Jerusalem,0,15,15,A baby is among fifteen Jewish civilians injured by Arab rock throwers at an overpass.
20900,25/7/2013,Syria,Damascus,17,70,87,An al-Qaeda linked organization claims credit for a car bombing in a Shia neighborhood that leaves seventeen residents dead.
20901,25/7/2013,Tunisia,Tunis,1,0,1,An Islamist riddles a critic's body with bullets in front of his wife and children.
20902,26/7/2013,Thailand,Yala,1,0,1,A teacher is shot to death by suspected 'insurgents'.
20903,26/7/2013,Pakistan,Parachinar,57,167,224,A barbaric double suicide bombing at a Shiite market by assailants shouting praises to Allah leaves fifty-seven dead.
20904,26/7/2013,Pakistan,Parachinar,2,6,8,A landmine planted by religious radicals leaves two dead and six others with lost limbs.
20905,26/7/2013,Pakistan,Karachi,1,0,1,The Tehreek-e-Taliban shoot a political activist to death.
20906,26/7/2013,Pakistan,Orangi,1,0,1,An elderly faith healer is murdered by suspected fundamentalists.
20907,26/7/2013,Yemen,Aden,1,0,1,al-Qaeda gun down a man outside his home.
20908,26/7/2013,Nigeria,Mainok,1,1,2,A teen dies after being shot in the chest by Boko Haram.
20909,26/7/2013,Afghanistan,Farah,5,0,5,Five truck drivers are reportedly killed by Sunni militants.
20910,26/7/2013,Afghanistan,Qarabagh,7,7,14,Seven people are sent to Allah by a Shahid suicide bomber.
20911,26/7/2013,Philippines,Cagayan de Oro,8,47,55,"Khilafa Islamiyah Mindanao terrorists stage a brutal shrapnel bombing at a medical convention which leaves eight dead, including doctors."
20912,27/7/2013,Pakistan,Okara,1,0,1,A Christian is beaten and executed in front of his children by Islamic gunmen.
20913,27/7/2013,Nigeria,Dawashe,20,12,32,"Boko Haram Islamists open fire on a village, killing twenty fishermen and traders."
20914,27/7/2013,Pakistan,Mattani,1,4,5,"A rocket fired during a Mujahideen attack lands on a house, killing a 15-year-old boy."
20915,27/7/2013,Somalia,Mogadishu,3,9,12,"A Fedayeen suicide car bomber rams into a building housing hospital workers, killing three civilians."
20916,27/7/2013,Iraq,Baghdad,3,4,7,"Religion of Peace bombers target a cafe filled with young people, killing at least three."
20917,27/7/2013,Iraq,Diyala,2,0,2,A farmer and a doctor are murdered in separate Muslim terror attacks.
20918,27/7/2013,Iraq,Baaj,1,0,1,A Muslim extremist stabs a woman to death inside her home.
20919,28/7/2013,Iraq,Tuz Khurmatu,8,9,17,Eight Kurds are taken out by a Sunni suicide bomber.
20920,28/7/2013,Pakistan,Kurram,2,2,4,Two civilians are blown to bits by a Taliban landmine.
20921,28/7/2013,Syria,Homs,3,3,6,Woman and children are among the victims of a Sunni car bomb.
20922,28/7/2013,Iraq,Baghdad,3,9,12,Three commuters are dismantled by a Mujahid minibus bomb.
20923,28/7/2013,India,Sopore,1,0,1,Hizb-ul-Mujahideen gunmen assassinate a local cop.
20924,28/7/2013,Afghanistan,Shahjoy,9,15,24,"Nine locals, mostly women and children, are ripped apart by a Taliban bomb blast."
20925,29/7/2013,Syria,Raqqa,1,0,1,An Italian priest is kidnapped and reportedly shot 14 times by an al-Qaeda linked group.
