LATITUDE,LONGITUDE,DEATHS
5.478,95.248,0
9.167,92.783,0
9.49,76.33,0
5.595,95.527,0
8.905,88.54,0
7,93.833,0
8.078,77.541,0
5.588,95.525,0
10.767,79.833,200
5.478,95.246,0
5.39,95.91,0
5.479,95.242,0
5.826,95.347,0
5.547,95.239,0
2.26663,97.80968,0
5.478,95.241,0
8.078,77.541,0
5.584,95.352,0
2.09437,96.61618,0
5.553,95.234,0
5.882,95.324,0
6.11065,80.12357,0
6.064,80.174,0
5.595,95.527,0
2.39127,96.33382,0
5.596,95.526,0
5.839,95.299,0
2.39127,96.33382,0
5.384,95.968,0
5.556,95.284,0
6.07736,80.06159,0
2.82444,95.75753,0
6.074,80.178,0
5.385,95.966,0
5.429,95.236,0
4.68754,95.53168,0
5.559,95.284,0
5.44,95.241,0
0.57483,97.72488,0
5.537,95.291,0
6.60845,79.948,0
0.57605,97.72959,0
7.281,79.841,0
0.58167,97.73746,0
7.238,79.841,0
5.65125,95.4231,0
0.58285,97.73726,0
5.42,95.248,0
5.589153,95.36097,0
5.415,95.25,0
0.58298,97.73723,0
0.5842,97.73723,0
5.418,95.248,0
5.5558,95.2843,0
6.088,80.183,0
5.936,80.526,0
8.17,77.24,300
5.943,80.55,0
5.963,80.693,0
5.583,95.351,0
1.48433,97.34718,0
5.48,95.267,0
6.031,80.799,0
1.835,73.505,0
1.48436,97.34708,0
5.548,95.305,0
1.835,73.505,0
6.124,81.127,0
8.463147,81.26444,0
0.90544,97.26982,0
5.49,95.264,0
1.836,73.503,0
1.70486,97.44499,0
7.744343,81.69267,0
4.633,95.567,6
1.849,73.511,0
1.70533,97.44478,0
1.941,73.54,0
0.565796,97.820721,0
1.942,73.54,0
4.18,73.52,0
7.68633,81.74025,0
2.09046,97.09753,0
2.09046,97.09753,0
1.942,73.542,0
6.131,81.129,0
6.933,79.85,0
7.364405,81.85432,0
6.235,81.337,0
8.567,81.233,0
7.343535,81.86083,0
5.994,80.309,0
5.489,95.265,0
5.984,80.332,0
5.521,95.271,0
5.605,95.389,0
5.974,80.361,0
5.941,80.494,0
5.607,95.396,0
5.614,95.399,0
5.596,95.373,0
5.559,95.309,0
5.487,95.269,0
5.553,95.304,0
5.597,95.385,0
5.532,95.274,0
5.578,95.344,0
5.578,95.343,0
5.547,95.301,0
5.56,95.317,0
8.706572,81.18847,0
6.866667,81.81667,0
6.866667,81.81667,0
8.660616,81.21794,0
8.660272,81.21918,0
8.661204,81.21674,0
8.661829,81.2165,0
8.790385,81.12103,0
8.013957,81.48953,0
7.405348,81.84164,0
7.422988,81.83044,0
6.76245,79.88353,0
6.749667,79.88879,0
6.673167,79.9211,0
6.12845,81.12752,0
5.931,80.583,0
6.12845,81.12752,0
6.03,80.798,0
6.03,80.798,0
6.09375,80.98835,0
6.118,81.098,0
6.029367,80.79562,0
6.125,81.126,0
6.01163,80.47717,0
6.875,81.844,0
8.378,98.255,0
8.436,98.238,0
8.484,98.228,0
8.923,98.258,0
5.443,95.24,0
9.97,76.27,0
5.5,95.3,0
10.782083,79.851611,0
5.461,95.245,0
5.826,95.347,0
5.459,95.246,0
2.549,96.335,0
2.55,96.33,0
5.445,95.242,0
2.575,96.269,0
5.452,95.242,0
5.449,95.242,0
5.452,95.243,0
5.456,95.245,0
5.45,95.243,0
9.028,98.257,0
5.553,95.315,0
5.553,95.315,0
8.999,98.257,0
5.553,95.315,0
5.67,95.1296,0
2.558,96.308,0
5.549,95.311,0
2.565,96.288,0
5.602,95.14,0
5.55,95.31,0
2.557,96.301,0
4.96653,97.77177,0
5.549,95.311,0
-12.117,96.883,0
10.43279,76.22622,28
5.499,95.226,0
8.078,77.541,200
5.464,95.247,0
5.2611,96.18528,0
2.09046,97.09753,0
1.933,73.552,0
5.445,95.243,0
6.323317,80.03091,0
1.932,73.551,0
2.10597,97.27027,0
5.315,95.24,0
6.1661,80.08908,0
2.06118,97.33074,0
1.923,73.55,0
5.283,95.247,0
6.877667,79.8564,0
1.921,73.549,0
2.10617,97.27018,0
6.715483,79.90334,0
1.898,73.537,0
2.10623,97.27077,0
6.689667,79.91306,0
2.12939,97.2623,0
1.876,73.526,0
6.689667,79.91306,0
1.858,73.519,0
2.12968,97.2621,0
6.60845,79.948,0
1.5,98,0
2.26925,97.81042,0
6.60845,79.948,0
2.094,96.61582,0
5,95,0
1,97.5,0
2.094,96.61582,0
5.5,97.3,0
6.12,81.1167,0
8.52,92.43,0
2.38517,96.33547,0
6.5,94,0
2.39177,96.33286,0
5.5,95.2,0
5.94005,80.49195,0
2.63815,95.80393,0
5.968984,80.44682,0
6.1,94.7,0
2.63815,95.80393,0
6.009734,80.24915,0
0.001,98.25,0
2.35802,73.35587,0
6.083717,80.14692,0
6.127517,80.10413,0
5.5,94,0
2.39911,96.4678,0
6.11065,80.12357,0
-13.802,97.453,0
8.618075,81.21845,0
4.61084,95.62215,0
5,96.5,0
8.561729,81.24202,0
2.35632,73.35522,0
8.561729,81.24202,0
8.561729,81.24202,0
8.563063,81.23478,0
5.5,95.3,0
8.579356,81.2138,0
8.503758,81.19094,0
8.492397,81.19206,0
1.942,73.544,0
2.344,96.468,0
1.832,73.503,0
2.407,96.483,0
4.249,73.537,0
2.408,96.482,0
2.404,96.482,0
6.532,79.978,0
2.403,96.481,0
2.402,96.481,0
2.402,96.481,0
2.432,96.26,0
2.432,96.26,0
2.442,96.243,0
2.393,96.337,0
4.211,96.065,0
4.209,96.04,0
4.208,96.04,0
4.208,96.039,0
3.966,96.31,0
4.129,96.129,0
4.209,96.037,0
4.308,95.972,0
5.433,95.236,0
5.461,95.245,0
8.567,81.233,0
8.637,98.251,0
8.637,98.253,0
8.636,98.249,0
8.635,98.25,0
6.521217,79.97835,0
8.637,98.251,0
6.16639,81.25503,0
8.637,98.251,0
6.16639,81.25503,0
8.64,98.25,0
6.04776,80.09014,0
8.64,98.252,0
6.04776,80.09014,0
8.64,98.253,0
6.11096,80.04268,0
5.354,95.243,0
6.52588,79.51413,0
5.451,95.243,0
6.33359,79.57682,0
5.456,95.246,0
7.683333,81.733333,0
5.429,95.234,0
7.005881,81.002222,0
5.647,95.414,0
6.147222,80.110228,0
5.826,95.347,0
8.683333,81.2,0
-12.117,96.883,0
5.565306,95.329583,0
5.569889,95.329639,0
5.575694,95.345056,0
5.563444,95.316972,0
5.568028,95.316806,0
5.5615,95.316833,0
5.546861,95.311694,0
6.246,80.047,0
5.972,80.431,0
5.55,95.3,0
5.467,95.233,0
5.429,95.241,0
5.249,96.913,0
5.235,97.06,0
5.387,95.964,0
5.388,95.963,0
5.388,95.962,0
5.388,95.962,0
1.401,97.212,0
1.396,97.17,0
1.003,97.405,0
1.008,97.405,0
1.016,97.393,0
0.957,97.424,0
0.951,97.419,0
1.008,97.405,0
8.661,98.249,0
8.661,98.25,0
8.683,98.244,0
8.742,98.255,0
8.726,98.232,0
5.478389,95.245444,0
5.533917,95.281361,0
6.755,81.817,1
10.761639,79.850722,0
5.5,96,0
6.054,80.212,0
8.749611,78.196528,0
4.374,97.755,0
5.429,95.234,0
8.078861,77.553361,0
5.8,95,0
5.396,95.261,0
1.004,97.409,0
5.55,95.3,0
5.395,95.256,0
0.951,97.421,0
6,95,0
5.395,95.256,0
1.5,98,0
5.5558,95.2843,0
0.574,97.732,0
7.881,91.936,0
5.466,95.242,0
1.2667,97.5667,0
8.567,81.233,0
1,97.9,0
0.568,97.709,0
5.4,96,0
1.2667,97.5667,0
5.964,80.421,0
2.383,97.048,0
5.992,80.319,0
0.802,92.463,0
6.034,80.237,0
1,97.5,0
6.033,80.233,0
5.8,95.4,0
6.037,80.224,0
7.333,93.667,0
6.028,80.219,0
2.327,93.063,0
6.034,80.215,0
5.4,96,0
6.104,80.126,0
5.6,95.3,0
6.142,80.099,0
4.633,95.567,6
2.085,97.108,10
4.297,95.948,0
4.297,95.947,0
4.3,95.987,0
2.386,96.489,0
6.748,79.89,0
6.678,79.921,0
6.606,79.949,0
6.566,79.951,0
6.486,79.983,0
6.424,79.995,0
6.274,80.036,0
6.201,80.064,0
6.086,80.146,0
6.048,80.189,0
6.025,80.216,0
6.02,80.222,0
6.026,80.246,0
4.174,73.518,0
4.179,73.514,0
6.165,80.09,0
6.229,80.053,0
0.009,98,950
6.472,79.979,0
2,94.5,400
6.479,79.983,0
10.46,79.53,200
6.522,79.978,0
3.316,95.854,226898
-1,97.5,1105
4.179,73.513,0
4.18,73.51,0
4.103,73.525,0
4.103,73.525,0
1.824,73.495,0
21.3,-157.867,0
21.437,-157.793,0
21.3067,-157.867,0
21.433,-157.79,0
21.3067,-157.867,0
21.176,-156.788,0
21.3067,-157.867,0
20.895,-156.477,0
21.927,-159.36,0
21.3067,-157.867,0
20.895,-156.477,0
21.927,-159.36,0
21.927,-159.36,0
20.895,-156.477,0
21.927,-159.36,0
21.167,-156.886,0
21.063,-156.832,0
21.058,-156.843,0
20.744,-156.889,0
21.167,-156.881,0
20.898,-156.472,0
21.314,-157.654,0
20.787,-156.991,0
21.175,-156.8,0
20.895,-156.477,0
20.858,-156.668,0
21.282,-157.683,0
21.173,-156.791,0
21.29,-157.72,0
21.274,-157.699,0
20.88,-156.68,0
20.87,-156.679,0
21.162,-156.736,0
21.268,-157.714,0
20.888,-156.689,0
21.284,-157.725,0
21.13,-156.728,0
20.914,-156.695,0
21.283,-157.739,0
21.127,-156.732,0
21.258,-157.815,0
21.124,-156.734,0
20.928,-156.698,0
21.117,-156.741,0
21.277,-157.827,0
20.931,-156.699,0
21.3,-157.867,0
21.112,-156.747,0
21.299,-157.871,0
21.11,-156.748,0
21.32,-157.955,0
21.3,-157.867,0
21.026,-156.629,0
21.313,-158.008,0
21.025,-156.613,0
20.933,-156.697,0
20.88,-156.68,0
21.027,-156.59,0
21.3218,-158.1193,0
20.955,-156.693,0
21.3067,-157.867,0
21.006,-156.556,0
21.347,-158.132,0
21.927,-159.36,0
20.964,-156.688,0
20.971,-156.684,0
21.3067,-157.867,0
20.983,-156.679,0
21.002,-156.552,0
21.375,-158.143,0
20.898,-156.472,0
21.01,-156.67,0
21.394,-158.16,0
20.95,-156.511,0
21.3067,-157.867,0
21.3067,-157.867,0
20.922,-156.494,0
21.401,-158.174,0
20.87,-156.679,0
20.898,-156.48,0
21.011,-156.651,0
20.875,-156.682,0
21.015,-156.645,0
21.3199,-157.6688,0
20.898,-156.472,0
21.4498,-158.197,0
21.3067,-157.867,0
20.88,-156.68,0
21.593,-158.1055,0
21.9544,-159.3561,0
21.927,-159.36,0
21.3067,-157.867,0
21.433,-157.79,0
21.3067,-157.867,0
22.046,-159.338,0
20.895,-156.477,0
20.895,-156.477,0
21.927,-159.36,0
20.93,-156.25,0
21.3067,-157.867,0
21.3,-157.867,0
20.85,-156.17,0
20.88,-156.69,0
20.941,-156.343,0
21.3,-157.867,0
20.58,-156.38,0
21.577,-158.13,0
21.3199,-157.6688,0
21.05,-156.85,0
20.895,-156.477,0
21.927,-159.36,0
21.716,-157.987,0
20.895,-156.477,0
21.3067,-157.867,0
21.3067,-157.867,0
21.3067,-157.867,0
20.895,-156.477,0
21.3067,-157.867,0
20.887917,-156.4639,0
21.431,-158.183,0
20.895,-156.477,0
20.7476,-156.4552,0
21.462,-158.209,0
21.927,-159.36,0
20.895,-156.477,0
21.481,-158.228,0
20.76159,-156.4565,0
20.927,-156.377,0
21.49,-158.233,0
21.515,-158.232,0
21.3067,-157.867,0
20.91,-156.485,0
21.533,-158.232,0
21.3067,-157.867,0
21.547,-158.243,0
21.3067,-157.867,0
20.902,-156.482,0
21.55845,-157.867167,0
21.559,-158.253,0
20.936,-156.365,0
21.26449,-157.781231,0
20.895,-156.477,0
21.576,-158.282,0
20.87,-156.17,0
20.92,-156.38,0
20.901,-156.464,0
21.266313,-157.779269,0
20.91,-156.49,0
20.63,-156.184,0
21.577,-158.284,0
21.26907,-157.777435,0
20.91,-156.407,0
20.901,-156.461,0
20.912,-156.423,0
21.274774,-157.76536,0
20.901,-156.455,0
20.63,-156.198,0
21.578,-158.282,0
20.599,-156.427,0
21.583,-158.227,0
20.912,-156.415,0
21.275048,-157.764946,0
20.912,-156.423,0
20.628,-156.446,0
20.917,-156.407,0
21.601,-158.107,0
20.912,-156.415,0
21.275737,-157.763206,0
20.657,-156.445,0
20.919,-156.396,0
21.617,-158.096,0
20.913,-156.412,0
21.276175,-157.760301,0
20.686,-156.446,0
21.626,-158.084,0
20.724,-156.451,0
20.916,-156.403,0
21.278808,-157.745109,0
20.922,-156.384,0
21.278844,-157.744987,0
21.446,-157.78,0
21.33541,-157.695711,0
20.922,-156.384,0
21.334417,-157.695,0
21.3067,-157.867,0
21.455,-157.78,0
20.895,-156.477,0
21.334417,-157.695,0
21.464,-157.766,0
21.927,-159.36,0
20.88,-156.69,0
21.290373,-157.665088,0
21.46,-157.756,0
21.927,-159.36,0
21.281833,-157.677733,0
21.461,-157.738,0
21.289957,-157.665774,0
21.445,-157.739,0
21.3067,-157.867,0
21.316217,-157.664733,0
20.895,-156.477,0
21.434,-157.739,0
21.927,-159.36,0
21.284383,-157.718283,0
21.427,-157.745,0
20.895,-156.477,0
21.2916,-157.662142,0
21.3067,-157.867,0
52.733,-156.48,0
20.895,-156.477,0
21.093,-157.198,0
20.902,-156.47,0
21.093,-157.215,0
20.902,-156.468,0
20.888,-156.689,0
20.912,-156.423,0
20.914,-156.695,0
21.105,-157.313,0
21.3067,-157.867,0
20.946,-156.696,0
21.117,-157.306,0
21.3067,-157.867,0
20.983,-156.679,0
21.14,-157.294,0
20.895,-156.477,0
20.895,-156.477,0
21.008,-156.666,0
21.167,-157.271,0
21.927,-159.36,0
21.927,-159.36,0
21.019,-156.642,0
21.19,-157.252,0
21.3067,-157.867,0
20.895,-156.477,0
52.65,-156.94,0
21.3067,-157.867,0
21.026,-156.629,0
21.927,-159.36,0
21.927,-159.36,0
20.78,-156.53,0
20.88,-156.69,0
21.025,-156.613,0
20.895,-156.477,0
21.3067,-157.867,0
21.027,-156.59,0
20.895,-156.477,0
21.3067,-157.867,0
20.895,-156.477,0
21.006,-156.556,0
21.927,-159.36,0
21.3067,-157.867,0
20.938,-156.507,0
21.927,-159.36,0
21.3067,-157.867,0
20.895,-156.477,0
20.895,-156.477,0
21.3067,-157.867,0
20.929,-156.496,0
21.019,-156.642,0
21.431,-158.183,0
20.911,-156.485,0
21.927,-159.36,0
21.927,-159.36,0
21.443,-158.194,0
20.902,-156.482,0
21.927,-159.36,0
20.895,-156.477,0
21.3067,-157.867,0
21.466,-158.216,0
20.895,-156.477,0
21.3067,-157.867,0
20.895,-156.477,0
21.383,-157.965,0
21.3067,-157.867,0
21.3067,-157.867,0
20.895,-156.477,0
20.895,-156.477,0
21.481,-158.228,0
21.927,-159.36,0
20.901,-156.464,0
21.54,-158.235,0
20.901,-156.455,0
21.547,-158.243,0
21.927,-159.36,0
21.3067,-157.867,0
20.76545,-156.45738,0
20.599536,-156.419911,0
20.6184,-156.4367,0
20.6519,-156.43872,0
20.79444,-156.51417,0
21.289,-157.844,0
21.433,-157.79,0
21.593,-158.1055,0
21.3067,-157.867,0
20.93,-156.68,0
20.895,-156.477,0
21.3067,-157.867,0
20.895,-156.477,0
21.13,-156.72,0
20.895,-156.477,0
20.941,-156.343,0
21.097,-156.765,0
20.895,-156.477,0
21.3067,-157.867,0
21.643,-158.068,0
22.115,-159.298,0
21.677,-158.044,0
22.097,-159.308,0
22.086,-159.314,0
